duration_seconds,publish_hour,publish_day_of_week,hours_to_trend,channel_age_days,channel_subscriber_count,channel_video_count,is_weekend,same_country_flag,video_category_id,duration_bucket,channel_subscriber_bucket,video_trending_country
-0.43224670152738826,-0.03099850423165789,0.0024186930210459436,-1.5739802613722447,-0.05620133617446605,-1.2557806405994478,0.05782148239341089,0.0,-0.02008996717692071,-0.05059468680075783,-5.780601907077413e-05,0.0002635921273953616,-0.08444894685643009
0.8281622791775463,-0.034261316371676655,-0.015483317488696429,1.1151081607143454,-0.11175860381995639,0.5340131952368877,-0.017939876324923613,0.0,0.02552247540828028,0.08487260009324564,-7.98288717574601e-05,0.00017545774846122834,-0.013545789041863288
-0.7084521832240233,-0.09909351259057213,-0.0027335387782007736,0.4728351991039453,-0.19175714676706918,0.9442343738480471,-0.12667179858874686,0.0,0.011259298960715128,-0.08050616857908689,3.318768469892896e-05,0.00015417957483859356,0.012168581185424975
-0.3657691365680602,-0.03063398251495413,0.010481994692369082,-1.5166668870662519,-0.11359726152767764,-0.3515216105995209,-0.1663015609273713,0.0,0.01584312207859568,-0.0730497319343076,-0.0006300003552551694,-0.0009264680484793396,0.006686598717549247
0.2680268795153447,-0.03783025302888838,0.00040455095040916374,-0.6732797980132335,-0.019276206997857703,-0.7203179992685256,0.12679966839824108,0.0,-0.10321316430930097,-0.02053258088991048,-1.9741728622265183e-05,-0.0003362313527150374,-0.03486626884110676
0.08683759906768851,0.031089981554110427,0.006365246017962926,-1.7514656444124304,-0.06654834517559008,-0.1055031122125451,0.10544723449817665,0.0,0.032520800219766575,-0.04657191693554401,0.0005193424509967696,0.0010067224482239263,0.018549584905253776
-0.7027980305153485,-0.0051679634640234545,-0.0064663111236717905,0.311395937560383,0.001264231867230104,-0.08685245699654581,-0.1453010337786007,0.0,0.010591782208566202,-0.11610705149944256,3.3187684698928854e-05,0.0001654796175290694,-0.04817918705277685
-0.6070145452013662,0.002575967015423715,0.0036020959384114415,0.22766937782032057,-0.021179374614837196,-0.0902888360425174,0.10312314551170085,0.0,-0.02533733636320751,0.10572362908064503,1.869106749040507e-05,0.0001539914520712044,-0.04849674420565858
0.5115089814950267,0.14599733254517713,0.002809195028843956,0.49420882356852236,-0.17885880636525148,0.43967489129441273,-0.10665602395815701,0.0,-0.1016157613538693,0.020901631025632646,-7.533913348401302e-06,0.00013107919685519332,0.04777987669696162
-0.4934738186030759,-0.028120342920106917,0.0024496253989486996,-0.5417054933791708,-0.07029311421894484,-0.48719037479134575,0.07169713312988939,0.0,0.024210281180548528,-0.056241287991371805,-9.75918206897147e-06,-0.0016724311807476498,0.007432061191535381
-0.16832480807927014,-0.03356838635184532,-0.0049194574265577565,-1.2049356581216562,0.05277069840547246,-0.6629414742559406,0.0875315047355208,0.0,0.012300644956639177,0.12655407379263198,-1.8031015004411725e-05,-0.0005277104986381161,0.0068637284066092406
-0.6665371875330115,-0.07029397116768128,0.002855041619012651,0.4293993668335546,-0.06423265272711255,0.6325545434796032,-0.03492596252855756,0.0,0.010741561536138073,-0.11635995056354456,7.477717849192002e-05,0.00015708901579479523,0.013191809692096698
-0.3446704759888443,0.019962810800503075,0.005297301235870043,-1.3099734198759005,-0.06213905778751152,-0.01238480607225961,0.2181257228183096,0.0,-0.03888619990139305,-0.047872729554036306,0.0006475832630440965,0.001043297964623515,0.014760816495530118
-0.4549120298259104,-0.05153471385122507,-0.0026978906139599247,-0.42862685917768373,-0.08298044479366527,0.5814983138810543,-0.10493815992764956,0.0,0.0277770258885808,-0.12188486513467751,9.035556977690396e-05,0.0003930000221461829,-0.01742106384451004
-0.4175943833948263,-0.014563011059621584,0.007331704220770891,-1.4224259651485538,-0.09445491725500184,-0.39225268625310783,-0.00886878442753174,0.0,-0.030796925136787986,-0.06842642147127075,-0.00031348173405602517,-0.0012242609337487532,-0.03851987481579321
-0.602206605516214,-0.03527459225984497,0.0036370785755223552,0.32920911096660577,-0.14528805138113038,0.23371589946522156,-0.09461507739448692,0.0,0.010695008227484518,0.2734751295017943,3.0332457804601107e-05,0.0001322277254855121,0.013846762140534912
-0.8870661395910668,-0.020644977900456333,-0.008136346604065389,0.7381340587661401,0.08636580408381703,-0.33473482043449315,0.06955214759568616,0.0,0.00917062841209858,-0.02175271613109857,4.264019250185239e-06,0.00030782424557411096,-0.00019335298957514924
